dataset,model_type,size,seed,measure,threshold,objective,solution
IFEval_NOCHUNK,nemotron,large,50,cosine,p95,14,"[109, 185, 312, 212, 424, 280, 459, 517, 316, 362, 349, 403, 462, 78]"
GPQA,bge,small,40,cosine,p90,10,"[286, 443, 289, 41, 370, 228, 56, 268, 31, 143]"
GPQA_CHUNKED,nemotron,large,10,euclidean,p50,1,[56]
GPQA,gist,small,10,cosine,p95,38,"[426, 379, 87, 286, 351, 296, 280, 282, 299, 9, 31, 443, 61, 170, 228, 53, 196, 303, 384, 214, 156, 421, 442, 174, 216, 7, 15, 435, 99, 202, 374, 370, 122, 27, 234, 204, 329, 230]"
IFEval_NOCHUNK,qwen8b,large,30,cosine,p10,1,[1]
IFEval_CHUNKED,qwen4b,large,20,cosine,p90,1,[185]
GPQA,e5,small,20,correlation,p90,6,"[18, 51, 56, 351, 424, 0]"
GPQA_CHUNKED,qwen4b,large,20,correlation,p95,2,"[27, 177]"
IFEval_CHUNKED,qwen8b,large,30,euclidean,p50,1,[18]
GPQA_NOCHUNK,qwen8b,large,40,cosine,p20,1,[27]
IFEval_CHUNKED,qwen4b,large,50,euclidean,p90,1,[185]
Omni-MATH,e5,small,30,euclidean,p95,6,"[157, 187, 839, 767, 498, 839]"
GPQA,gist,small,10,euclidean,p50,2,"[102, 286]"
IFEval_NOCHUNK,qwen8b,large,50,correlation,p95,1,[185]
GPQA,e5,small,20,cosine,p10,1,[31]
GPQA,bge,small,20,cosine,p20,1,[214]
GPQA_CHUNKED,nemotron,large,10,euclidean,p90,1,[358]
IFEval_NOCHUNK,qwen4b,large,20,cosine,p50,1,[19]
MMLU-Pro,bge,small,10,euclidean,p50,2,"[4, 902]"
Omni-MATH_CHUNKED,qwen8b,large,20,euclidean,p90,1,[281]
MMLU-Pro,qwen8b,large,20,correlation,p80,2,"[2, 626]"
MMLU-Pro,qwen4b,large,10,euclidean,p95,2,"[13, 705]"
IFEval_NOCHUNK,nemotron,large,30,euclidean,p90,5,"[459, 109, 517, 185, 312]"
GPQA_CHUNKED,nemotron,large,50,euclidean,p80,1,[358]
MMLU-Pro,qwen8b,large,30,cosine,p10,1,[9]
GPQA_NOCHUNK,qwen8b,large,30,correlation,p10,1,[27]
GPQA,e5,small,30,cosine,p80,2,"[51, 106]"
GPQA,gist,small,40,cosine,p80,4,"[34, 87, 282, 0]"
MMLU-Pro,qwen8b,large,50,correlation,p95,2,"[620, 626]"
GPQA_NOCHUNK,nemotron,large,40,euclidean,p10,1,[1]
MMLU-Pro,bge,small,50,correlation,p80,3,"[26, 739, 884]"
IFEval,bge,small,40,euclidean,p80,2,"[109, 359]"
IFEval_NOCHUNK,qwen8b,large,30,correlation,p20,1,[1]
Omni-MATH_CHUNKED,qwen4b,large,40,correlation,p95,7,"[24, 296, 648, 809, 276, 512, 811]"
GPQA,gist,small,10,cosine,p10,1,[44]
GPQA,e5,small,10,correlation,p20,1,[429]
IFEval_NOCHUNK,qwen8b,large,30,correlation,p95,1,[185]
Omni-MATH,e5,small,20,correlation,p50,2,"[1, 657]"
GPQA_NOCHUNK,nemotron,large,30,euclidean,p95,20,"[257, 343, 1, 412, 333, 435, 425, 98, 402, 324, 42, 114, 15, 163, 308, 398, 251, 278, 290, 196]"
IFEval_NOCHUNK,qwen4b,large,10,euclidean,p90,1,[185]
Omni-MATH,gist,small,50,correlation,p20,2,"[1, 460]"
MMLU-Pro,qwen8b,large,30,correlation,p50,1,[829]
IFEval,bge,small,50,correlation,p10,1,[109]
Omni-MATH,e5,small,40,euclidean,p80,2,"[3, 187]"
IFEval_CHUNKED,nemotron,large,20,euclidean,p10,1,[5]
Omni-MATH,e5,small,20,euclidean,p50,2,"[64, 498]"
Omni-MATH_CHUNKED,nemotron,large,50,cosine,p50,1,[900]
IFEval,e5,small,50,cosine,p90,2,"[10, 494]"
Omni-MATH,gist,small,10,correlation,p90,9,"[111, 19, 925, 157, 583, 789, 553, 59, 741]"
Omni-MATH,bge,small,20,euclidean,p80,2,"[3, 772]"
GPQA_NOCHUNK,qwen8b,large,20,cosine,p10,1,[27]
MMLU-Pro,e5,small,50,euclidean,p90,2,"[572, 765]"
GPQA_CHUNKED,qwen4b,large,20,euclidean,p20,1,[45]
MMLU-Pro,nemotron,large,40,cosine,p95,2,"[96, 739]"
Omni-MATH_CHUNKED,qwen8b,large,10,euclidean,p20,1,[7]
MMLU-Pro,qwen4b,large,30,euclidean,p10,1,[4]
MMLU-Pro,gist,small,40,cosine,p95,52,"[602, 140, 506, 545, 709, 996, 798, 799, 651, 1, 274, 841, 458, 745, 900, 730, 342, 334, 643, 907, 927, 874, 492, 194, 464, 702, 667, 756, 670, 893, 660, 588, 655, 216, 433, 603, 401, 109, 375, 40, 43, 279, 564, 288, 966, 486, 254, 521, 346, 211, 423, 981]"
IFEval_NOCHUNK,nemotron,large,40,euclidean,p50,2,"[1, 109]"
IFEval_CHUNKED,qwen8b,large,20,correlation,p20,1,[1]
GPQA_NOCHUNK,qwen4b,large,40,euclidean,p90,2,"[4, 201]"
IFEval,bge,small,40,cosine,p95,6,"[359, 222, 494, 185, 313, 364]"
Omni-MATH,e5,small,20,euclidean,p90,3,"[187, 895, 904]"
GPQA_CHUNKED,qwen8b,large,50,correlation,p20,1,[27]
IFEval_CHUNKED,qwen8b,large,40,correlation,p95,1,[185]
GPQA_NOCHUNK,qwen8b,large,20,euclidean,p50,1,[27]
GPQA_CHUNKED,nemotron,large,10,correlation,p95,1,[358]
MMLU-Pro,bge,small,50,correlation,p50,2,"[4, 902]"
GPQA_NOCHUNK,qwen4b,large,50,euclidean,p80,2,"[193, 201]"
IFEval_NOCHUNK,qwen4b,large,50,cosine,p20,1,[1]
IFEval_NOCHUNK,nemotron,large,40,euclidean,p80,2,"[6, 109]"
GPQA_CHUNKED,nemotron,large,30,euclidean,p90,1,[358]
Omni-MATH,e5,small,30,correlation,p95,6,"[187, 551, 157, 904, 839, 657]"
MMLU-Pro,qwen4b,large,30,euclidean,p50,1,[13]
GPQA_CHUNKED,nemotron,large,30,euclidean,p50,1,[56]
Omni-MATH_CHUNKED,qwen4b,large,10,cosine,p80,2,"[15, 24]"
MMLU-Pro,e5,small,20,euclidean,p50,2,"[5, 765]"
MMLU-Pro,e5,small,30,cosine,p80,2,"[71, 765]"
Omni-MATH,bge,small,50,euclidean,p50,2,"[1, 772]"
MMLU-Pro,e5,small,30,euclidean,p80,2,"[71, 765]"
MMLU-Pro,gist,small,30,euclidean,p95,47,"[140, 602, 924, 709, 545, 799, 486, 689, 342, 274, 408, 841, 745, 643, 46, 927, 635, 42, 447, 65, 260, 744, 109, 40, 603, 359, 588, 34, 92, 433, 375, 86, 451, 660, 756, 464, 279, 798, 867, 506, 367, 651, 33, 249, 282, 492, 335]"
IFEval_CHUNKED,qwen4b,large,20,correlation,p90,1,[227]
Omni-MATH,e5,small,20,cosine,p20,1,[136]
Omni-MATH,e5,small,10,euclidean,p95,6,"[157, 767, 187, 839, 498, 839]"
Omni-MATH_CHUNKED,nemotron,large,20,correlation,p20,1,[32]
IFEval,gist,small,10,cosine,p50,2,"[121, 359]"
Omni-MATH_CHUNKED,nemotron,large,10,correlation,p95,16,"[900, 568, 854, 352, 729, 2, 314, 962, 964, 562, 838, 967, 381, 859, 456, 447]"
Omni-MATH_CHUNKED,qwen4b,large,50,euclidean,p20,1,[7]
Omni-MATH_NOCHUNK,qwen8b,large,20,cosine,p90,1,[281]
MMLU-Pro,bge,small,10,euclidean,p20,1,[696]
GPQA_NOCHUNK,qwen4b,large,20,cosine,p80,2,"[27, 343]"
MMLU-Pro,e5,small,40,correlation,p50,2,"[5, 624]"
IFEval_NOCHUNK,nemotron,large,10,correlation,p95,14,"[109, 185, 312, 212, 424, 280, 459, 517, 316, 362, 349, 403, 78, 462]"
Omni-MATH,bge,small,20,euclidean,p95,4,"[277, 306, 582, 0]"
MMLU-Pro,nemotron,large,30,correlation,p90,1,[739]
Omni-MATH_NOCHUNK,nemotron,large,20,euclidean,p20,1,[10]
MMLU-Pro,nemotron,large,30,euclidean,p90,1,[739]
Omni-MATH,gist,small,20,cosine,p80,4,"[19, 610, 773, 921]"
IFEval_CHUNKED,nemotron,large,50,euclidean,p95,14,"[245, 530, 196, 34, 425, 331, 23, 36, 180, 250, 407, 122, 510, 470]"
Omni-MATH_CHUNKED,qwen4b,large,10,euclidean,p90,2,"[5, 24]"
GPQA_NOCHUNK,qwen4b,large,30,correlation,p95,2,"[1, 343]"
IFEval_CHUNKED,qwen8b,large,50,correlation,p10,1,[1]
IFEval,bge,small,50,euclidean,p50,1,[359]
Omni-MATH,e5,small,10,correlation,p50,2,"[1, 657]"
Omni-MATH,bge,small,10,euclidean,p95,4,"[277, 306, 582, 0]"
GPQA_CHUNKED,nemotron,large,50,euclidean,p90,1,[358]
GPQA,bge,small,40,correlation,p50,2,"[1, 443]"
Omni-MATH_CHUNKED,qwen8b,large,30,correlation,p10,1,[7]
IFEval_NOCHUNK,qwen8b,large,20,euclidean,p80,1,[19]
IFEval_CHUNKED,qwen8b,large,50,correlation,p50,1,[19]
IFEval_CHUNKED,nemotron,large,30,correlation,p50,1,[15]
Omni-MATH_NOCHUNK,nemotron,large,30,correlation,p90,1,[906]
MMLU-Pro,qwen4b,large,30,correlation,p20,1,[13]
Omni-MATH_NOCHUNK,qwen4b,large,40,euclidean,p20,1,[7]
MMLU-Pro,qwen4b,large,10,correlation,p90,2,"[34, 464]"
GPQA_CHUNKED,nemotron,large,30,cosine,p80,1,[358]
Omni-MATH,gist,small,50,cosine,p10,1,[696]
MMLU-Pro,e5,small,30,correlation,p10,1,[5]
GPQA_CHUNKED,qwen8b,large,30,cosine,p10,1,[27]
GPQA_CHUNKED,nemotron,large,30,euclidean,p10,1,[15]
IFEval_NOCHUNK,qwen4b,large,40,cosine,p95,1,[227]
MMLU-Pro,qwen4b,large,40,euclidean,p50,1,[13]
MMLU-Pro,nemotron,large,40,euclidean,p50,1,[8]
MMLU-Pro,qwen4b,large,40,correlation,p90,2,"[34, 464]"
IFEval_NOCHUNK,qwen8b,large,20,correlation,p10,1,[1]
IFEval_CHUNKED,nemotron,large,10,correlation,p80,1,[245]
MMLU-Pro,gist,small,30,correlation,p95,52,"[602, 140, 506, 545, 709, 996, 798, 799, 651, 1, 274, 841, 458, 745, 900, 730, 342, 334, 643, 907, 927, 874, 492, 194, 464, 702, 667, 756, 670, 893, 660, 588, 655, 216, 433, 603, 401, 109, 375, 40, 43, 279, 564, 288, 966, 486, 254, 521, 346, 211, 423, 981]"
IFEval,e5,small,30,correlation,p95,2,"[494, 359]"
Omni-MATH_CHUNKED,qwen8b,large,30,cosine,p95,2,"[1, 281]"
IFEval_NOCHUNK,qwen4b,large,50,correlation,p20,1,[1]
Omni-MATH_CHUNKED,qwen8b,large,20,euclidean,p10,1,[7]
Omni-MATH_NOCHUNK,nemotron,large,20,correlation,p95,1,[906]
GPQA_NOCHUNK,qwen4b,large,50,euclidean,p10,1,[44]
Omni-MATH_CHUNKED,qwen4b,large,20,correlation,p90,2,"[24, 86]"
Omni-MATH_CHUNKED,qwen4b,large,20,correlation,p95,7,"[24, 296, 648, 809, 276, 512, 811]"
IFEval_NOCHUNK,qwen4b,large,40,euclidean,p80,1,[19]
GPQA,gist,small,20,correlation,p20,2,"[2, 31]"
Omni-MATH,gist,small,30,correlation,p95,22,"[68, 157, 279, 346, 449, 553, 580, 789, 0, 0, 4017, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
GPQA,gist,small,10,correlation,p95,38,"[426, 379, 87, 286, 351, 296, 280, 282, 299, 9, 31, 443, 61, 170, 228, 53, 196, 303, 384, 214, 156, 421, 442, 174, 216, 7, 15, 435, 99, 202, 374, 370, 122, 27, 234, 204, 329, 230]"
IFEval_CHUNKED,qwen8b,large,50,correlation,p20,1,[1]
IFEval_CHUNKED,qwen4b,large,20,correlation,p10,1,[1]
MMLU-Pro,bge,small,10,correlation,p90,7,"[884, 602, 366, 575, 648, 884, 49]"
IFEval,gist,small,40,euclidean,p20,1,[245]
IFEval_NOCHUNK,nemotron,large,40,cosine,p80,3,"[6, 109, 312]"
Omni-MATH_NOCHUNK,qwen8b,large,10,euclidean,p50,1,[33]
GPQA_CHUNKED,nemotron,large,50,euclidean,p10,1,[15]
Omni-MATH_NOCHUNK,qwen8b,large,30,cosine,p50,1,[59]
IFEval_NOCHUNK,nemotron,large,10,cosine,p10,1,[53]
IFEval,gist,small,10,cosine,p95,8,"[359, 245, 323, 140, 430, 516, 494, 464]"
GPQA_NOCHUNK,nemotron,large,40,euclidean,p50,1,[1]
Omni-MATH,bge,small,20,euclidean,p50,2,"[1, 772]"
GPQA_CHUNKED,qwen8b,large,10,cosine,p90,1,[343]
GPQA_CHUNKED,qwen8b,large,10,cosine,p20,1,[27]
GPQA,e5,small,30,euclidean,p50,1,[429]
MMLU-Pro,qwen8b,large,40,correlation,p10,1,[9]
MMLU-Pro,e5,small,10,euclidean,p95,5,"[23, 765, 905, 996, 34812464]"
Omni-MATH_NOCHUNK,qwen8b,large,10,correlation,p90,1,[281]
MMLU-Pro,nemotron,large,30,correlation,p95,2,"[96, 739]"
MMLU-Pro,e5,small,40,euclidean,p10,1,[5]
Omni-MATH,gist,small,30,euclidean,p50,2,"[11, 773]"
Omni-MATH_CHUNKED,qwen8b,large,10,euclidean,p90,1,[281]
MMLU-Pro,bge,small,40,euclidean,p95,30,"[602, 996, 739, 205, 843, 366, 722, 797, 26, 478, 884, 830, 820, 37, 373, 538, 39, 131, 582, 963, 763, 401, 104, 655, 670, 241, 109, 526, 546, 902]"
Omni-MATH,e5,small,10,correlation,p10,1,[10]
IFEval,bge,small,30,cosine,p80,2,"[109, 359]"
GPQA,gist,small,30,cosine,p95,38,"[426, 379, 87, 286, 351, 296, 280, 282, 299, 9, 31, 443, 61, 170, 228, 53, 196, 303, 384, 214, 156, 421, 442, 174, 216, 7, 15, 435, 99, 202, 374, 370, 122, 27, 234, 204, 329, 230]"
GPQA,bge,small,30,cosine,p20,1,[214]
MMLU-Pro,e5,small,40,euclidean,p20,1,[5]
MMLU-Pro,qwen8b,large,30,correlation,p90,2,"[626, 620]"
IFEval_NOCHUNK,nemotron,large,40,correlation,p50,2,"[1, 109]"
IFEval_CHUNKED,qwen8b,large,40,cosine,p50,1,[19]
Omni-MATH_CHUNKED,qwen8b,large,40,euclidean,p80,1,[281]
IFEval,bge,small,30,euclidean,p20,1,[109]
IFEval_NOCHUNK,qwen8b,large,40,correlation,p50,1,[19]
GPQA,gist,small,20,correlation,p10,1,[44]
IFEval_CHUNKED,nemotron,large,50,euclidean,p80,1,[245]
IFEval_CHUNKED,qwen8b,large,30,euclidean,p95,1,[19]
IFEval,e5,small,50,cosine,p20,1,[185]
GPQA_CHUNKED,nemotron,large,40,euclidean,p20,1,[16]
IFEval_NOCHUNK,qwen4b,large,10,correlation,p10,1,[1]
GPQA_NOCHUNK,qwen4b,large,30,euclidean,p90,2,"[4, 201]"
MMLU-Pro,e5,small,20,correlation,p50,2,"[5, 624]"
IFEval_NOCHUNK,qwen8b,large,40,euclidean,p50,1,[18]
GPQA,e5,small,50,correlation,p90,6,"[18, 51, 56, 351, 424, 0]"
GPQA_NOCHUNK,qwen4b,large,20,correlation,p50,2,"[201, 301]"
IFEval,gist,small,10,euclidean,p10,1,[69]
GPQA_NOCHUNK,qwen8b,large,10,cosine,p80,1,[27]
GPQA,bge,small,10,euclidean,p50,2,"[1, 443]"
MMLU-Pro,qwen4b,large,30,cosine,p95,38,"[464, 93, 709, 620, 536, 313, 481, 257, 197, 426, 487, 489, 541, 177, 692, 889, 179, 378, 17, 497, 760, 725, 66, 628, 152, 75, 41, 808, 614, 223, 779, 452, 875, 923, 732, 98, 920, 919]"
IFEval,e5,small,40,cosine,p80,2,"[151, 494]"
GPQA,gist,small,30,correlation,p80,4,"[34, 87, 282, 0]"
IFEval_CHUNKED,qwen4b,large,10,cosine,p80,1,[185]
MMLU-Pro,e5,small,10,euclidean,p90,2,"[572, 765]"
Omni-MATH_CHUNKED,qwen8b,large,40,euclidean,p20,1,[7]
MMLU-Pro,qwen8b,large,20,cosine,p10,1,[9]
Omni-MATH_NOCHUNK,nemotron,large,20,cosine,p10,1,[10]
GPQA,bge,small,40,correlation,p80,3,"[87, 286, 443]"
Omni-MATH_NOCHUNK,qwen4b,large,10,cosine,p50,1,[149]
Omni-MATH,bge,small,10,cosine,p20,1,[19]
IFEval,gist,small,50,cosine,p95,8,"[359, 245, 323, 140, 430, 516, 494, 464]"
MMLU-Pro,e5,small,50,cosine,p10,1,[5]
MMLU-Pro,gist,small,50,euclidean,p95,47,"[140, 602, 924, 709, 545, 799, 486, 689, 342, 274, 408, 841, 745, 643, 46, 927, 635, 42, 447, 65, 260, 744, 109, 40, 603, 359, 588, 34, 92, 433, 375, 86, 451, 660, 756, 464, 279, 798, 867, 506, 367, 651, 33, 249, 282, 492, 335]"
MMLU-Pro,e5,small,10,euclidean,p80,2,"[71, 765]"
MMLU-Pro,gist,small,40,euclidean,p20,2,"[1, 798]"
Omni-MATH_NOCHUNK,qwen8b,large,40,euclidean,p20,1,[7]
GPQA_NOCHUNK,nemotron,large,20,cosine,p50,1,[1]
IFEval_NOCHUNK,nemotron,large,40,correlation,p80,3,"[6, 109, 312]"
IFEval_CHUNKED,qwen8b,large,10,euclidean,p80,1,[19]
GPQA_NOCHUNK,qwen4b,large,40,cosine,p95,2,"[1, 343]"
Omni-MATH_CHUNKED,nemotron,large,50,correlation,p80,2,"[900, 854]"
Omni-MATH_CHUNKED,nemotron,large,50,cosine,p20,1,[32]
Omni-MATH,gist,small,50,euclidean,p90,7,"[773, 610, 925, 583, 553, 449, 925]"
MMLU-Pro,bge,small,50,correlation,p20,1,[696]
IFEval_NOCHUNK,nemotron,large,30,cosine,p50,2,"[1, 109]"
MMLU-Pro,qwen8b,large,20,euclidean,p90,1,[460]
IFEval_NOCHUNK,nemotron,large,40,correlation,p10,1,[53]
Omni-MATH,gist,small,40,cosine,p80,4,"[19, 610, 773, 921]"
IFEval_CHUNKED,qwen8b,large,10,euclidean,p95,1,[19]
Omni-MATH,gist,small,50,cosine,p90,9,"[790, 19, 295, 297, 583, 427, 157, 860, 652]"
Omni-MATH_NOCHUNK,qwen8b,large,20,correlation,p80,1,[281]
IFEval,gist,small,20,correlation,p95,8,"[359, 245, 323, 140, 430, 516, 494, 464]"
Omni-MATH_NOCHUNK,qwen8b,large,30,euclidean,p10,1,[7]
MMLU-Pro,qwen4b,large,40,cosine,p90,2,"[34, 464]"
Omni-MATH,gist,small,20,euclidean,p10,1,[121]
MMLU-Pro,e5,small,50,euclidean,p95,5,"[23, 765, 905, 996, 10105392]"
Omni-MATH_CHUNKED,qwen8b,large,20,cosine,p80,1,[281]
Omni-MATH_CHUNKED,qwen8b,large,30,cosine,p80,1,[281]
GPQA_NOCHUNK,nemotron,large,20,euclidean,p90,2,"[412, 257]"
IFEval_CHUNKED,qwen8b,large,30,correlation,p80,1,[19]
MMLU-Pro,bge,small,20,correlation,p90,7,"[602, 884, 366, 575, 648, 884, 49]"
GPQA,e5,small,30,cosine,p10,1,[31]
Omni-MATH_NOCHUNK,qwen4b,large,10,correlation,p10,1,[7]
MMLU-Pro,gist,small,20,cosine,p20,2,"[1, 798]"
IFEval_NOCHUNK,qwen4b,large,30,correlation,p80,1,[185]
GPQA_NOCHUNK,qwen4b,large,40,cosine,p10,1,[27]
Omni-MATH_CHUNKED,qwen4b,large,20,cosine,p80,2,"[15, 24]"
Omni-MATH,gist,small,30,cosine,p20,2,"[1, 460]"
IFEval_CHUNKED,qwen8b,large,50,correlation,p90,1,[19]
IFEval_CHUNKED,qwen8b,large,20,cosine,p80,1,[19]
Omni-MATH_NOCHUNK,qwen4b,large,40,correlation,p95,2,"[296, 648]"
Omni-MATH_CHUNKED,qwen8b,large,10,euclidean,p50,1,[33]
GPQA,gist,small,40,euclidean,p90,10,"[9, 31, 53, 87, 113, 379, 2033, 0, 1228005120, 32572]"
Omni-MATH_CHUNKED,nemotron,large,30,correlation,p50,1,[900]
Omni-MATH_CHUNKED,nemotron,large,30,euclidean,p50,1,[32]
IFEval,bge,small,50,cosine,p80,2,"[109, 359]"
IFEval,gist,small,30,euclidean,p50,1,[359]
Omni-MATH,bge,small,20,correlation,p10,1,[19]
IFEval,gist,small,20,cosine,p10,1,[69]
GPQA_CHUNKED,qwen4b,large,50,correlation,p10,1,[27]
GPQA,bge,small,20,cosine,p95,37,"[286, 56, 443, 268, 95, 384, 44, 289, 244, 127, 153, 228, 55, 420, 298, 37, 216, 291, 307, 167, 370, 277, 433, 41, 329, 427, 58, 60, 122, 417, 264, 79, 99, 176, 97, 94, 408]"
IFEval_CHUNKED,qwen8b,large,10,cosine,p90,1,[19]
Omni-MATH_NOCHUNK,qwen4b,large,20,correlation,p50,1,[149]
Omni-MATH_NOCHUNK,nemotron,large,20,cosine,p90,1,[906]
MMLU-Pro,nemotron,large,10,cosine,p20,1,[8]
MMLU-Pro,bge,small,40,euclidean,p80,3,"[26, 739, 884]"
IFEval_CHUNKED,qwen8b,large,40,cosine,p90,1,[19]
MMLU-Pro,qwen8b,large,10,correlation,p80,2,"[2, 626]"
IFEval_CHUNKED,nemotron,large,50,cosine,p10,1,[5]
GPQA_CHUNKED,nemotron,large,50,correlation,p10,1,[15]
GPQA,bge,small,40,correlation,p95,37,"[286, 56, 443, 268, 95, 384, 44, 289, 244, 127, 153, 228, 55, 420, 298, 37, 216, 291, 307, 167, 370, 277, 433, 41, 329, 427, 58, 60, 122, 417, 264, 79, 99, 176, 97, 94, 408]"
IFEval_NOCHUNK,qwen8b,large,10,correlation,p80,1,[19]
GPQA_CHUNKED,qwen8b,large,40,correlation,p10,1,[27]
IFEval_NOCHUNK,nemotron,large,20,correlation,p10,1,[53]
GPQA_NOCHUNK,qwen4b,large,30,correlation,p10,1,[27]
Omni-MATH_NOCHUNK,qwen4b,large,10,correlation,p95,2,"[296, 648]"
GPQA_NOCHUNK,qwen8b,large,40,euclidean,p80,1,[27]
IFEval,bge,small,50,euclidean,p10,1,[109]
Omni-MATH_NOCHUNK,qwen4b,large,20,euclidean,p95,2,"[5, 24]"
Omni-MATH,bge,small,20,cosine,p50,2,"[1, 772]"
Omni-MATH_CHUNKED,qwen8b,large,30,correlation,p20,1,[7]
MMLU-Pro,nemotron,large,30,correlation,p20,1,[8]
Omni-MATH_NOCHUNK,nemotron,large,10,euclidean,p80,1,[149]
Omni-MATH_NOCHUNK,qwen8b,large,30,correlation,p95,2,"[1, 281]"
GPQA,gist,small,40,correlation,p80,4,"[34, 87, 282, 0]"
GPQA_CHUNKED,qwen4b,large,50,euclidean,p20,1,[45]
IFEval_NOCHUNK,qwen4b,large,50,euclidean,p10,1,[1]
GPQA_NOCHUNK,qwen8b,large,10,euclidean,p90,1,[201]
GPQA_NOCHUNK,qwen4b,large,10,correlation,p80,2,"[27, 343]"
MMLU-Pro,gist,small,20,correlation,p95,52,"[602, 140, 506, 545, 709, 996, 798, 799, 651, 1, 274, 841, 458, 745, 900, 730, 342, 334, 643, 907, 927, 874, 492, 194, 464, 702, 667, 756, 670, 893, 660, 588, 655, 216, 433, 603, 401, 109, 375, 40, 43, 279, 564, 288, 966, 486, 254, 521, 346, 211, 423, 981]"
Omni-MATH,gist,small,50,euclidean,p50,2,"[11, 773]"
IFEval_CHUNKED,qwen8b,large,50,euclidean,p80,1,[19]
Omni-MATH_CHUNKED,qwen8b,large,40,cosine,p90,1,[281]
MMLU-Pro,e5,small,50,cosine,p90,3,"[64, 572, 765]"
IFEval_NOCHUNK,nemotron,large,30,cosine,p80,3,"[6, 109, 312]"
GPQA_NOCHUNK,qwen4b,large,50,correlation,p80,2,"[27, 343]"
GPQA_CHUNKED,qwen8b,large,40,correlation,p90,1,[343]
Omni-MATH_NOCHUNK,qwen4b,large,20,cosine,p90,2,"[24, 86]"
IFEval_NOCHUNK,qwen8b,large,50,euclidean,p80,1,[19]
Omni-MATH_CHUNKED,qwen8b,large,20,cosine,p10,1,[7]
Omni-MATH,gist,small,20,correlation,p90,9,"[553, 19, 583, 297, 541, 789, 136, 11, 741]"
Omni-MATH_CHUNKED,nemotron,large,40,cosine,p80,2,"[900, 854]"
MMLU-Pro,gist,small,30,cosine,p20,2,"[1, 798]"
MMLU-Pro,nemotron,large,40,euclidean,p90,1,[739]
Omni-MATH,bge,small,50,cosine,p20,1,[19]
MMLU-Pro,e5,small,30,correlation,p50,2,"[5, 624]"
IFEval_NOCHUNK,nemotron,large,50,euclidean,p90,5,"[459, 109, 517, 185, 312]"
GPQA_CHUNKED,qwen4b,large,10,correlation,p50,2,"[201, 301]"
IFEval_CHUNKED,qwen8b,large,30,cosine,p95,1,[185]
MMLU-Pro,qwen8b,large,40,euclidean,p20,1,[13]
GPQA,gist,small,20,euclidean,p90,10,"[9, 31, 53, 87, 113, 379, 2033, 0, 1473728256, 32525]"
MMLU-Pro,nemotron,large,30,euclidean,p50,1,[8]
GPQA,bge,small,40,correlation,p20,1,[214]
Omni-MATH_NOCHUNK,qwen4b,large,40,euclidean,p10,1,[7]
IFEval_NOCHUNK,qwen4b,large,10,correlation,p80,1,[185]
GPQA_CHUNKED,qwen8b,large,50,correlation,p80,1,[27]
GPQA,bge,small,20,correlation,p95,37,"[286, 56, 443, 268, 95, 384, 44, 289, 244, 127, 153, 228, 55, 420, 298, 37, 216, 291, 307, 167, 370, 277, 433, 41, 329, 427, 58, 60, 122, 417, 264, 79, 99, 176, 97, 94, 408]"
GPQA_CHUNKED,qwen4b,large,30,correlation,p80,2,"[1, 343]"
Omni-MATH_NOCHUNK,nemotron,large,50,euclidean,p80,1,[149]
GPQA_NOCHUNK,qwen4b,large,50,euclidean,p90,2,"[4, 201]"
GPQA_CHUNKED,nemotron,large,10,cosine,p50,1,[244]
GPQA_NOCHUNK,qwen4b,large,10,cosine,p95,2,"[1, 343]"
IFEval_CHUNKED,qwen8b,large,30,correlation,p10,1,[1]
Omni-MATH_NOCHUNK,qwen8b,large,20,cosine,p10,1,[7]
GPQA_CHUNKED,qwen4b,large,20,euclidean,p90,2,"[4, 201]"
Omni-MATH_NOCHUNK,qwen4b,large,20,correlation,p20,1,[7]
MMLU-Pro,qwen4b,large,10,cosine,p10,1,[9]
Omni-MATH_CHUNKED,qwen4b,large,10,correlation,p50,1,[149]
GPQA_NOCHUNK,nemotron,large,50,correlation,p10,1,[1]
MMLU-Pro,qwen8b,large,50,euclidean,p95,2,"[460, 626]"
GPQA_NOCHUNK,qwen8b,large,30,cosine,p20,1,[27]
IFEval,gist,small,20,correlation,p10,1,[69]
IFEval_CHUNKED,nemotron,large,20,euclidean,p80,1,[245]
MMLU-Pro,gist,small,20,cosine,p10,2,"[1, 798]"
GPQA_NOCHUNK,qwen8b,large,10,correlation,p80,1,[27]
GPQA_CHUNKED,qwen8b,large,50,correlation,p50,1,[27]
GPQA,e5,small,20,cosine,p80,2,"[51, 106]"
MMLU-Pro,qwen4b,large,40,euclidean,p20,1,[13]
GPQA,gist,small,30,correlation,p95,38,"[426, 379, 87, 286, 351, 296, 280, 282, 299, 9, 31, 443, 61, 170, 228, 53, 196, 303, 384, 214, 156, 421, 442, 174, 216, 7, 15, 435, 99, 202, 374, 370, 122, 27, 234, 204, 329, 230]"
GPQA,gist,small,10,euclidean,p20,2,"[2, 31]"
Omni-MATH,bge,small,30,euclidean,p20,1,[19]
Omni-MATH,e5,small,10,euclidean,p20,1,[121]
GPQA_CHUNKED,qwen8b,large,50,cosine,p50,1,[27]
MMLU-Pro,qwen8b,large,10,correlation,p90,2,"[626, 620]"
Omni-MATH,bge,small,10,euclidean,p20,1,[19]
